State,date,indicator,deaths,State Name
OK,Feb-2016,Number of Deaths,37936,Oklahoma
OK,Aug-2016,Number of Deaths,37894,Oklahoma
OK,Apr-2016,Number of Deaths,37844,Oklahoma
OK,Jun-2016,Number of Deaths,37839,Oklahoma
CO,Sep-2016,Number of Deaths,37834,Colorado
OK,Mar-2016,Number of Deaths,37812,Oklahoma
OK,Jul-2016,Number of Deaths,37797,Oklahoma
OK,Jan-2015,Number of Deaths,37788,Oklahoma
CO,Aug-2016,Number of Deaths,37650,Colorado
CO,Jul-2016,Number of Deaths,37620,Colorado
CO,May-2016,Number of Deaths,37535,Colorado
CO,Jun-2016,Number of Deaths,37504,Colorado
CO,Mar-2016,Number of Deaths,37387,Colorado
CO,Apr-2016,Number of Deaths,37351,Colorado
CO,Nov-2015,Number of Deaths,37144,Colorado
CO,Oct-2015,Number of Deaths,37144,Colorado
CO,Aug-2015,Number of Deaths,37125,Colorado
CO,Sep-2015,Number of Deaths,37101,Colorado
CO,Dec-2015,Number of Deaths,36993,Colorado
CO,Feb-2016,Number of Deaths,36987,Colorado
CO,Jul-2015,Number of Deaths,36960,Colorado
OR,Oct-2017,Number of Deaths,36941,Oregon
OR,Aug-2017,Number of Deaths,36906,Oregon
OR,Jul-2017,Number of Deaths,36882,Oregon
OR,Nov-2017,Number of Deaths,36857,Oregon
OR,Jun-2017,Number of Deaths,36852,Oregon
OR,Sep-2017,Number of Deaths,36845,Oregon
OR,May-2017,Number of Deaths,36825,Oregon
CO,Jun-2015,Number of Deaths,36816,Colorado
CO,Jan-2016,Number of Deaths,36752,Colorado
OR,Apr-2017,Number of Deaths,36705,Oregon
OR,Feb-2017,Number of Deaths,36696,Oregon
OR,Dec-2017,Number of Deaths,36695,Oregon
CO,May-2015,Number of Deaths,36667,Colorado
OR,Mar-2017,Number of Deaths,36636,Oregon
OR,Jun-2019,Number of Deaths,36628,Oregon
CO,Apr-2015,Number of Deaths,36601,Colorado
OR,May-2019,Number of Deaths,36577,Oregon
OR,Jan-2017,Number of Deaths,36545,Oregon
OR,Apr-2019,Number of Deaths,36353,Oregon
CO,Feb-2015,Number of Deaths,36330,Colorado
OR,Mar-2019,Number of Deaths,36320,Oregon
CO,Mar-2015,Number of Deaths,36300,Colorado
CO,Jan-2015,Number of Deaths,36264,Colorado
OR,Feb-2019,Number of Deaths,36188,Oregon
OR,Jan-2019,Number of Deaths,36006,Oregon
OR,Jan-2018,Number of Deaths,35968,Oregon
OR,Dec-2016,Number of Deaths,35918,Oregon
OR,Apr-2018,Number of Deaths,35915,Oregon
OR,Jun-2018,Number of Deaths,35862,Oregon
OR,Mar-2018,Number of Deaths,35837,Oregon
OR,Nov-2018,Number of Deaths,35773,Oregon
OR,Dec-2018,Number of Deaths,35772,Oregon
OR,Sep-2018,Number of Deaths,35763,Oregon
OR,May-2018,Number of Deaths,35757,Oregon
OR,Jul-2018,Number of Deaths,35749,Oregon
OR,Aug-2018,Number of Deaths,35737,Oregon
OR,Dec-2015,Number of Deaths,35732,Oregon
OR,Feb-2018,Number of Deaths,35710,Oregon
OR,Oct-2016,Number of Deaths,35688,Oregon
OR,Nov-2016,Number of Deaths,35668,Oregon
OR,Oct-2018,Number of Deaths,35662,Oregon
OR,Nov-2015,Number of Deaths,35629,Oregon
OR,Mar-2016,Number of Deaths,35596,Oregon
OR,Apr-2016,Number of Deaths,35581,Oregon
OR,Aug-2016,Number of Deaths,35574,Oregon
OR,Sep-2015,Number of Deaths,35565,Oregon
OR,Sep-2016,Number of Deaths,35547,Oregon
OR,Jan-2016,Number of Deaths,35523,Oregon
OR,Aug-2015,Number of Deaths,35486,Oregon
OR,Oct-2015,Number of Deaths,35484,Oregon
OR,Jul-2015,Number of Deaths,35470,Oregon
OR,May-2016,Number of Deaths,35469,Oregon
OR,Jul-2016,Number of Deaths,35468,Oregon
OR,Feb-2016,Number of Deaths,35453,Oregon
OR,Jun-2016,Number of Deaths,35399,Oregon
OR,Jun-2015,Number of Deaths,35356,Oregon
OR,May-2015,Number of Deaths,35158,Oregon
OR,Apr-2015,Number of Deaths,34918,Oregon
OR,Mar-2015,Number of Deaths,34773,Oregon
OR,Feb-2015,Number of Deaths,34646,Oregon
OR,Jan-2015,Number of Deaths,34412,Oregon
AR,Apr-2019,Number of Deaths,32031,Arkansas
AR,Feb-2018,Number of Deaths,32005,Arkansas
AR,May-2019,Number of Deaths,31993,Arkansas
AR,Jun-2019,Number of Deaths,31992,Arkansas
AR,Jan-2018,Number of Deaths,31897,Arkansas
AR,Mar-2019,Number of Deaths,31862,Arkansas
AR,Dec-2017,Number of Deaths,31823,Arkansas
AR,Mar-2018,Number of Deaths,31805,Arkansas
MS,Jun-2019,Number of Deaths,31752,Mississippi
AR,Nov-2018,Number of Deaths,31734,Arkansas
AR,May-2018,Number of Deaths,31727,Arkansas
AR,Oct-2017,Number of Deaths,31724,Arkansas
AR,Sep-2017,Number of Deaths,31718,Arkansas
MS,May-2019,Number of Deaths,31692,Mississippi
AR,Jun-2018,Number of Deaths,31691,Arkansas
CT,Jun-2019,Number of Deaths,31684,Connecticut
AR,Apr-2018,Number of Deaths,31664,Arkansas
AR,Nov-2017,Number of Deaths,31654,Arkansas
AR,Jul-2018,Number of Deaths,31653,Arkansas
AR,Oct-2018,Number of Deaths,31653,Arkansas
MS,Sep-2018,Number of Deaths,31638,Mississippi
MS,Aug-2018,Number of Deaths,31636,Mississippi
MS,Apr-2018,Number of Deaths,31620,Mississippi
AR,Aug-2018,Number of Deaths,31618,Arkansas
MS,Feb-2018,Number of Deaths,31617,Mississippi
MS,Oct-2018,Number of Deaths,31600,Mississippi
AR,Aug-2017,Number of Deaths,31596,Arkansas
MS,Jun-2018,Number of Deaths,31595,Mississippi
MS,Nov-2018,Number of Deaths,31588,Mississippi
AR,Sep-2018,Number of Deaths,31567,Arkansas
MS,Jan-2018,Number of Deaths,31565,Mississippi
MS,May-2018,Number of Deaths,31558,Mississippi
CT,Mar-2019,Number of Deaths,31557,Connecticut
AR,Jun-2017,Number of Deaths,31555,Arkansas
MS,Jul-2018,Number of Deaths,31553,Mississippi
CT,May-2019,Number of Deaths,31551,Connecticut
AR,Jul-2017,Number of Deaths,31550,Arkansas
CT,Sep-2017,Number of Deaths,31543,Connecticut
CT,Dec-2017,Number of Deaths,31542,Connecticut
CT,Apr-2019,Number of Deaths,31537,Connecticut
AR,Feb-2019,Number of Deaths,31535,Arkansas
MS,Mar-2018,Number of Deaths,31528,Mississippi
CT,Oct-2017,Number of Deaths,31511,Connecticut
AR,May-2017,Number of Deaths,31496,Arkansas
MS,Dec-2017,Number of Deaths,31460,Mississippi
AR,Jan-2019,Number of Deaths,31457,Arkansas
AR,Dec-2018,Number of Deaths,31430,Arkansas
CT,Nov-2017,Number of Deaths,31424,Connecticut
MS,Apr-2019,Number of Deaths,31410,Mississippi
AR,Apr-2017,Number of Deaths,31382,Arkansas
CT,Feb-2019,Number of Deaths,31379,Connecticut
CT,Aug-2017,Number of Deaths,31374,Connecticut
MS,Mar-2019,Number of Deaths,31368,Mississippi
CT,Jan-2018,Number of Deaths,31367,Connecticut
CT,Jul-2017,Number of Deaths,31345,Connecticut
AR,Mar-2017,Number of Deaths,31309,Arkansas
CT,Oct-2018,Number of Deaths,31298,Connecticut
CT,Nov-2018,Number of Deaths,31283,Connecticut
MS,Dec-2018,Number of Deaths,31276,Mississippi
MS,Feb-2019,Number of Deaths,31273,Mississippi
CT,Jan-2019,Number of Deaths,31260,Connecticut
CT,Jun-2017,Number of Deaths,31248,Connecticut
CT,Sep-2018,Number of Deaths,31246,Connecticut
CT,Aug-2018,Number of Deaths,31243,Connecticut
CT,May-2018,Number of Deaths,31222,Connecticut
CT,Apr-2018,Number of Deaths,31191,Connecticut
CT,Feb-2018,Number of Deaths,31191,Connecticut
MS,Jan-2019,Number of Deaths,31190,Mississippi
CT,Jul-2018,Number of Deaths,31174,Connecticut
MS,Oct-2015,Number of Deaths,31167,Mississippi
MS,Nov-2017,Number of Deaths,31162,Mississippi
AR,Feb-2017,Number of Deaths,31156,Arkansas
CT,Mar-2018,Number of Deaths,31152,Connecticut
MS,Nov-2015,Number of Deaths,31127,Mississippi
MS,Jul-2017,Number of Deaths,31121,Mississippi
CT,May-2017,Number of Deaths,31116,Connecticut
AR,Jan-2017,Number of Deaths,31113,Arkansas
CT,Apr-2017,Number of Deaths,31103,Connecticut
CT,Dec-2018,Number of Deaths,31090,Connecticut
CT,Jun-2018,Number of Deaths,31085,Connecticut
MS,Sep-2015,Number of Deaths,31070,Mississippi
MS,Jun-2017,Number of Deaths,31065,Mississippi
CT,Mar-2017,Number of Deaths,31060,Connecticut
MS,Aug-2015,Number of Deaths,31052,Mississippi
MS,Oct-2017,Number of Deaths,31050,Mississippi
MS,Jan-2016,Number of Deaths,31049,Mississippi
MS,Apr-2017,Number of Deaths,31037,Mississippi
MS,Sep-2017,Number of Deaths,31032,Mississippi
AR,Dec-2016,Number of Deaths,31028,Arkansas
CT,Feb-2017,Number of Deaths,31023,Connecticut
MS,Dec-2016,Number of Deaths,31016,Mississippi
AR,Oct-2015,Number of Deaths,31015,Arkansas
AR,Nov-2015,Number of Deaths,31007,Arkansas
MS,Dec-2015,Number of Deaths,31006,Mississippi
MS,Mar-2017,Number of Deaths,31002,Mississippi
MS,May-2017,Number of Deaths,30992,Mississippi
AR,Dec-2015,Number of Deaths,30986,Arkansas
MS,Jan-2017,Number of Deaths,30972,Mississippi
MS,Feb-2017,Number of Deaths,30969,Mississippi
MS,Aug-2017,Number of Deaths,30965,Mississippi
AR,Sep-2015,Number of Deaths,30931,Arkansas
MS,Jul-2015,Number of Deaths,30921,Mississippi
MS,Feb-2016,Number of Deaths,30918,Mississippi
MS,Mar-2016,Number of Deaths,30894,Mississippi
AR,Aug-2015,Number of Deaths,30884,Arkansas
MS,Nov-2016,Number of Deaths,30844,Mississippi
CT,Jan-2017,Number of Deaths,30834,Connecticut
MS,Apr-2016,Number of Deaths,30800,Mississippi
MS,May-2016,Number of Deaths,30752,Mississippi
CT,Nov-2015,Number of Deaths,30751,Connecticut
AR,Jun-2015,Number of Deaths,30722,Arkansas
MS,Oct-2016,Number of Deaths,30712,Mississippi
MS,Jun-2015,Number of Deaths,30703,Mississippi
AR,Nov-2016,Number of Deaths,30697,Arkansas
MS,Jun-2016,Number of Deaths,30689,Mississippi
AR,Jul-2015,Number of Deaths,30685,Arkansas
MS,Aug-2016,Number of Deaths,30681,Mississippi
MS,Sep-2016,Number of Deaths,30644,Mississippi
CT,Dec-2016,Number of Deaths,30641,Connecticut
AR,Jan-2016,Number of Deaths,30624,Arkansas
CT,Oct-2015,Number of Deaths,30615,Connecticut
CT,Jul-2015,Number of Deaths,30612,Connecticut
AR,May-2015,Number of Deaths,30602,Arkansas
CT,Dec-2015,Number of Deaths,30600,Connecticut
AR,Jul-2016,Number of Deaths,30590,Arkansas
MS,Jul-2016,Number of Deaths,30590,Mississippi
CT,Sep-2015,Number of Deaths,30556,Connecticut
CT,Aug-2015,Number of Deaths,30549,Connecticut
MS,May-2015,Number of Deaths,30541,Mississippi
AR,Sep-2016,Number of Deaths,30540,Arkansas
CT,Jun-2015,Number of Deaths,30508,Connecticut
CT,Mar-2015,Number of Deaths,30497,Connecticut
AR,Apr-2016,Number of Deaths,30489,Arkansas
AR,Oct-2016,Number of Deaths,30489,Arkansas
AR,Aug-2016,Number of Deaths,30488,Arkansas
AR,Apr-2015,Number of Deaths,30444,Arkansas
CT,May-2015,Number of Deaths,30437,Connecticut
AR,Jun-2016,Number of Deaths,30434,Arkansas
CT,Apr-2015,Number of Deaths,30431,Connecticut
AR,Mar-2016,Number of Deaths,30421,Arkansas
AR,Feb-2016,Number of Deaths,30413,Arkansas
AR,Mar-2015,Number of Deaths,30387,Arkansas
CT,Jan-2016,Number of Deaths,30368,Connecticut
AR,May-2016,Number of Deaths,30361,Arkansas
CT,Feb-2015,Number of Deaths,30349,Connecticut
AR,Feb-2015,Number of Deaths,30332,Arkansas
MS,Apr-2015,Number of Deaths,30303,Mississippi
CT,Nov-2016,Number of Deaths,30294,Connecticut
IA,Dec-2017,Number of Deaths,30242,Iowa
CT,Feb-2016,Number of Deaths,30231,Connecticut
CT,Jan-2015,Number of Deaths,30221,Connecticut
IA,Nov-2017,Number of Deaths,30220,Iowa
IA,Jun-2017,Number of Deaths,30213,Iowa
MS,Mar-2015,Number of Deaths,30211,Mississippi
IA,Jul-2017,Number of Deaths,30210,Iowa
CT,Apr-2016,Number of Deaths,30198,Connecticut
CT,May-2016,Number of Deaths,30198,Connecticut
CT,Jun-2016,Number of Deaths,30188,Connecticut
CT,Mar-2016,Number of Deaths,30162,Connecticut
CT,Aug-2016,Number of Deaths,30156,Connecticut
CT,Oct-2016,Number of Deaths,30155,Connecticut
IA,Oct-2017,Number of Deaths,30135,Iowa
AR,Jan-2015,Number of Deaths,30122,Arkansas
IA,Sep-2017,Number of Deaths,30122,Iowa
IA,May-2017,Number of Deaths,30121,Iowa
IA,Aug-2017,Number of Deaths,30109,Iowa
CT,Jul-2016,Number of Deaths,30094,Connecticut
CT,Sep-2016,Number of Deaths,30088,Connecticut
IA,Jun-2019,Number of Deaths,30050,Iowa
IA,Jan-2019,Number of Deaths,30034,Iowa
IA,May-2019,Number of Deaths,30011,Iowa
IA,Apr-2017,Number of Deaths,29999,Iowa
IA,Mar-2019,Number of Deaths,29994,Iowa
IA,Oct-2018,Number of Deaths,29974,Iowa
MS,Feb-2015,Number of Deaths,29969,Mississippi
IA,Apr-2019,Number of Deaths,29964,Iowa
IA,Mar-2017,Number of Deaths,29945,Iowa
IA,Nov-2018,Number of Deaths,29944,Iowa
IA,Feb-2019,Number of Deaths,29926,Iowa
IA,Aug-2018,Number of Deaths,29925,Iowa
IA,Sep-2018,Number of Deaths,29866,Iowa
IA,Dec-2018,Number of Deaths,29828,Iowa
IA,Feb-2018,Number of Deaths,29827,Iowa
IA,Jul-2018,Number of Deaths,29821,Iowa
IA,Apr-2018,Number of Deaths,29782,Iowa
IA,Jan-2018,Number of Deaths,29778,Iowa
IA,Jun-2018,Number of Deaths,29756,Iowa
IA,Mar-2018,Number of Deaths,29743,Iowa
MS,Jan-2015,Number of Deaths,29715,Mississippi
IA,May-2018,Number of Deaths,29704,Iowa
IA,Feb-2017,Number of Deaths,29703,Iowa
IA,Oct-2015,Number of Deaths,29692,Iowa
IA,Sep-2015,Number of Deaths,29678,Iowa
IA,Aug-2015,Number of Deaths,29667,Iowa
IA,Jul-2015,Number of Deaths,29649,Iowa
IA,Jan-2017,Number of Deaths,29622,Iowa
IA,Nov-2015,Number of Deaths,29599,Iowa
IA,Jun-2015,Number of Deaths,29533,Iowa
IA,May-2015,Number of Deaths,29462,Iowa
IA,Apr-2015,Number of Deaths,29412,Iowa
IA,Mar-2015,Number of Deaths,29380,Iowa
IA,Dec-2016,Number of Deaths,29318,Iowa
IA,Dec-2015,Number of Deaths,29291,Iowa
IA,Feb-2015,Number of Deaths,29203,Iowa
IA,Jan-2015,Number of Deaths,29177,Iowa
IA,Feb-2016,Number of Deaths,29156,Iowa
IA,Jan-2016,Number of Deaths,29031,Iowa
IA,Nov-2016,Number of Deaths,29018,Iowa
IA,Oct-2016,Number of Deaths,28956,Iowa
IA,Mar-2016,Number of Deaths,28911,Iowa
IA,May-2016,Number of Deaths,28909,Iowa
IA,Apr-2016,Number of Deaths,28908,Iowa
IA,Jun-2016,Number of Deaths,28863,Iowa
IA,Sep-2016,Number of Deaths,28822,Iowa
IA,Aug-2016,Number of Deaths,28760,Iowa
IA,Jul-2016,Number of Deaths,28746,Iowa
KS,Jun-2019,Number of Deaths,26262,Kansas
KS,May-2019,Number of Deaths,26230,Kansas
KS,Sep-2018,Number of Deaths,26200,Kansas
KS,Jan-2019,Number of Deaths,26193,Kansas
KS,Nov-2018,Number of Deaths,26180,Kansas
KS,Jun-2018,Number of Deaths,26164,Kansas
KS,Mar-2019,Number of Deaths,26161,Kansas
KS,Oct-2018,Number of Deaths,26155,Kansas
KS,May-2017,Number of Deaths,26151,Kansas
KS,Dec-2017,Number of Deaths,26148,Kansas
KS,Oct-2017,Number of Deaths,26140,Kansas
KS,Dec-2018,Number of Deaths,26136,Kansas
KS,Apr-2017,Number of Deaths,26134,Kansas
KS,Jul-2017,Number of Deaths,26133,Kansas
KS,Nov-2017,Number of Deaths,26132,Kansas
KS,Mar-2017,Number of Deaths,26130,Kansas
KS,Apr-2019,Number of Deaths,26127,Kansas
KS,Aug-2018,Number of Deaths,26115,Kansas
KS,Feb-2019,Number of Deaths,26090,Kansas
KS,Sep-2017,Number of Deaths,26084,Kansas
KS,Jun-2017,Number of Deaths,26079,Kansas
KS,Jul-2018,Number of Deaths,26069,Kansas
KS,Oct-2015,Number of Deaths,26017,Kansas
KS,Aug-2017,Number of Deaths,26011,Kansas
KS,May-2018,Number of Deaths,26010,Kansas
KS,Apr-2018,Number of Deaths,25976,Kansas
KS,Feb-2018,Number of Deaths,25941,Kansas
KS,Nov-2015,Number of Deaths,25935,Kansas
KS,Feb-2017,Number of Deaths,25933,Kansas
KS,Jan-2018,Number of Deaths,25924,Kansas
KS,Sep-2015,Number of Deaths,25920,Kansas
KS,Mar-2018,Number of Deaths,25919,Kansas
KS,Aug-2015,Number of Deaths,25885,Kansas
KS,Dec-2015,Number of Deaths,25863,Kansas
NV,Jun-2019,Number of Deaths,25847,Nevada
NV,May-2019,Number of Deaths,25833,Nevada
KS,Jul-2015,Number of Deaths,25803,Kansas
NV,Apr-2019,Number of Deaths,25777,Nevada
KS,Jan-2017,Number of Deaths,25718,Kansas
NV,Dec-2017,Number of Deaths,25689,Nevada
KS,Jun-2015,Number of Deaths,25657,Kansas
KS,Jan-2016,Number of Deaths,25598,Kansas
NV,Mar-2019,Number of Deaths,25592,Nevada
NV,Nov-2017,Number of Deaths,25563,Nevada
NV,Feb-2019,Number of Deaths,25537,Nevada
NV,Aug-2018,Number of Deaths,25530,Nevada
KS,Feb-2016,Number of Deaths,25507,Kansas
KS,Dec-2016,Number of Deaths,25489,Kansas
NV,Sep-2018,Number of Deaths,25470,Nevada
KS,Apr-2016,Number of Deaths,25463,Kansas
NV,Jul-2017,Number of Deaths,25463,Nevada
KS,May-2015,Number of Deaths,25456,Kansas
NV,Jan-2018,Number of Deaths,25448,Nevada
NV,Mar-2018,Number of Deaths,25447,Nevada
NV,Oct-2017,Number of Deaths,25433,Nevada
NV,Apr-2018,Number of Deaths,25425,Nevada
NV,Feb-2018,Number of Deaths,25425,Nevada
NV,Jul-2018,Number of Deaths,25419,Nevada
KS,Mar-2016,Number of Deaths,25415,Kansas
NV,Nov-2018,Number of Deaths,25409,Nevada
KS,May-2016,Number of Deaths,25400,Kansas
KS,Apr-2015,Number of Deaths,25392,Kansas
KS,Mar-2015,Number of Deaths,25392,Kansas
NV,Jun-2017,Number of Deaths,25386,Nevada
NV,Jan-2019,Number of Deaths,25386,Nevada
NV,Jun-2018,Number of Deaths,25368,Nevada
NV,Oct-2018,Number of Deaths,25365,Nevada
KS,Jun-2016,Number of Deaths,25353,Kansas
NV,May-2018,Number of Deaths,25351,Nevada
KS,Feb-2015,Number of Deaths,25320,Kansas
KS,Aug-2016,Number of Deaths,25308,Kansas
NV,Sep-2017,Number of Deaths,25299,Nevada
NV,Aug-2017,Number of Deaths,25298,Nevada
KS,Nov-2016,Number of Deaths,25296,Kansas
KS,Jul-2016,Number of Deaths,25292,Kansas
NV,May-2017,Number of Deaths,25225,Nevada
NV,Dec-2018,Number of Deaths,25225,Nevada
KS,Sep-2016,Number of Deaths,25223,Kansas
KS,Jan-2015,Number of Deaths,25208,Kansas
KS,Oct-2016,Number of Deaths,25174,Kansas
NV,Jan-2017,Number of Deaths,25004,Nevada
NV,Apr-2017,Number of Deaths,24992,Nevada
NV,Mar-2017,Number of Deaths,24949,Nevada
NV,Feb-2017,Number of Deaths,24909,Nevada
NV,Dec-2016,Number of Deaths,24692,Nevada
NV,Oct-2016,Number of Deaths,24669,Nevada
NV,Sep-2016,Number of Deaths,24602,Nevada
NV,Nov-2016,Number of Deaths,24589,Nevada
NV,Aug-2016,Number of Deaths,24451,Nevada
NV,Jul-2016,Number of Deaths,24268,Nevada
NV,Jun-2016,Number of Deaths,24153,Nevada
NV,Apr-2016,Number of Deaths,24140,Nevada
NV,May-2016,Number of Deaths,24131,Nevada
NV,Mar-2016,Number of Deaths,23961,Nevada
NV,Feb-2016,Number of Deaths,23876,Nevada
NV,Dec-2015,Number of Deaths,23647,Nevada
NV,Jan-2016,Number of Deaths,23572,Nevada
NV,Nov-2015,Number of Deaths,23506,Nevada
NV,Oct-2015,Number of Deaths,23392,Nevada
NV,Sep-2015,Number of Deaths,23360,Nevada
NV,Aug-2015,Number of Deaths,23350,Nevada
NV,Jul-2015,Number of Deaths,23255,Nevada
NV,Jun-2015,Number of Deaths,23228,Nevada
NV,May-2015,Number of Deaths,23034,Nevada
NV,Apr-2015,Number of Deaths,22926,Nevada
WV,Sep-2018,Number of Deaths,22835,West Virginia
WV,Oct-2018,Number of Deaths,22799,West Virginia
NV,Mar-2015,Number of Deaths,22791,Nevada
WV,Jun-2019,Number of Deaths,22755,West Virginia
WV,Jul-2018,Number of Deaths,22752,West Virginia
WV,Nov-2018,Number of Deaths,22731,West Virginia
WV,May-2019,Number of Deaths,22719,West Virginia
WV,Aug-2018,Number of Deaths,22712,West Virginia
WV,Jun-2018,Number of Deaths,22705,West Virginia
WV,Apr-2019,Number of Deaths,22691,West Virginia
WV,Mar-2019,Number of Deaths,22665,West Virginia
WV,Jan-2019,Number of Deaths,22654,West Virginia
WV,Feb-2019,Number of Deaths,22636,West Virginia
NV,Feb-2015,Number of Deaths,22628,Nevada
WV,May-2018,Number of Deaths,22620,West Virginia
NV,Jan-2015,Number of Deaths,22619,Nevada
WV,Dec-2018,Number of Deaths,22590,West Virginia
WV,Dec-2017,Number of Deaths,22562,West Virginia
WV,Feb-2018,Number of Deaths,22499,West Virginia
WV,Jan-2018,Number of Deaths,22499,West Virginia
WV,Mar-2018,Number of Deaths,22494,West Virginia
WV,Apr-2018,Number of Deaths,22487,West Virginia
WV,Apr-2017,Number of Deaths,22448,West Virginia
WV,May-2017,Number of Deaths,22418,West Virginia
WV,Nov-2017,Number of Deaths,22403,West Virginia
WV,Mar-2017,Number of Deaths,22371,West Virginia
WV,Oct-2015,Number of Deaths,22365,West Virginia
WV,Jun-2017,Number of Deaths,22365,West Virginia
WV,Aug-2017,Number of Deaths,22358,West Virginia
WV,Oct-2017,Number of Deaths,22354,West Virginia
WV,Sep-2015,Number of Deaths,22294,West Virginia
WV,Aug-2015,Number of Deaths,22290,West Virginia
WV,Jul-2015,Number of Deaths,22290,West Virginia
WV,Sep-2017,Number of Deaths,22283,West Virginia
WV,Jul-2017,Number of Deaths,22275,West Virginia
WV,Nov-2015,Number of Deaths,22251,West Virginia
WV,Feb-2017,Number of Deaths,22226,West Virginia
WV,May-2015,Number of Deaths,22201,West Virginia
WV,Jan-2017,Number of Deaths,22174,West Virginia
WV,Dec-2015,Number of Deaths,22173,West Virginia
WV,Jun-2015,Number of Deaths,22163,West Virginia
WV,Apr-2015,Number of Deaths,22086,West Virginia
WV,Dec-2016,Number of Deaths,21990,West Virginia
WV,Jan-2016,Number of Deaths,21943,West Virginia
WV,Nov-2016,Number of Deaths,21916,West Virginia
WV,Mar-2015,Number of Deaths,21882,West Virginia
WV,Sep-2016,Number of Deaths,21845,West Virginia
WV,Oct-2016,Number of Deaths,21840,West Virginia
WV,Jul-2016,Number of Deaths,21830,West Virginia
WV,Feb-2016,Number of Deaths,21824,West Virginia
WV,Jun-2016,Number of Deaths,21817,West Virginia
WV,Feb-2015,Number of Deaths,21811,West Virginia
WV,Aug-2016,Number of Deaths,21807,West Virginia
WV,Mar-2016,Number of Deaths,21804,West Virginia
WV,Jan-2015,Number of Deaths,21732,West Virginia
WV,Apr-2016,Number of Deaths,21727,West Virginia
WV,May-2016,Number of Deaths,21717,West Virginia
UT,May-2019,Number of Deaths,19232,Utah
UT,Jun-2019,Number of Deaths,19228,Utah
UT,Mar-2019,Number of Deaths,19140,Utah
UT,Apr-2019,Number of Deaths,19119,Utah
UT,Jan-2019,Number of Deaths,19040,Utah
UT,Feb-2019,Number of Deaths,19004,Utah
UT,Aug-2018,Number of Deaths,18817,Utah
UT,Dec-2018,Number of Deaths,18796,Utah
UT,Nov-2018,Number of Deaths,18786,Utah
UT,Oct-2018,Number of Deaths,18781,Utah
UT,Jul-2018,Number of Deaths,18770,Utah
UT,Nov-2017,Number of Deaths,18748,Utah
UT,Sep-2018,Number of Deaths,18730,Utah
UT,Jun-2018,Number of Deaths,18685,Utah
UT,Dec-2017,Number of Deaths,18676,Utah
UT,May-2018,Number of Deaths,18662,Utah
UT,Apr-2018,Number of Deaths,18619,Utah
UT,Oct-2017,Number of Deaths,18618,Utah
UT,Feb-2018,Number of Deaths,18577,Utah
UT,Jan-2017,Number of Deaths,18572,Utah
UT,Mar-2018,Number of Deaths,18554,Utah
UT,Sep-2016,Number of Deaths,18531,Utah
UT,Jan-2018,Number of Deaths,18521,Utah
UT,Feb-2017,Number of Deaths,18505,Utah
UT,Dec-2016,Number of Deaths,18498,Utah
NM,Jan-2019,Number of Deaths,18495,New Mexico
UT,Sep-2017,Number of Deaths,18490,Utah
UT,Mar-2017,Number of Deaths,18482,Utah
UT,Aug-2016,Number of Deaths,18480,Utah
NM,May-2019,Number of Deaths,18476,New Mexico
UT,Oct-2016,Number of Deaths,18457,Utah
NM,Jun-2019,Number of Deaths,18455,New Mexico
UT,Apr-2017,Number of Deaths,18455,Utah
UT,Jul-2016,Number of Deaths,18426,Utah
NM,Feb-2019,Number of Deaths,18421,New Mexico
UT,May-2017,Number of Deaths,18409,Utah
UT,Jun-2017,Number of Deaths,18401,Utah
UT,Nov-2016,Number of Deaths,18389,Utah
NM,Mar-2019,Number of Deaths,18388,New Mexico
NM,Apr-2019,Number of Deaths,18382,New Mexico
UT,Aug-2017,Number of Deaths,18360,Utah
UT,Jul-2017,Number of Deaths,18333,Utah
UT,Jun-2016,Number of Deaths,18315,Utah
NM,Nov-2018,Number of Deaths,18260,New Mexico
UT,May-2016,Number of Deaths,18259,Utah
NM,Dec-2018,Number of Deaths,18203,New Mexico
NM,Oct-2018,Number of Deaths,18197,New Mexico
UT,Apr-2016,Number of Deaths,18171,Utah
NM,Sep-2018,Number of Deaths,18163,New Mexico
NM,Aug-2018,Number of Deaths,18068,New Mexico
UT,Mar-2016,Number of Deaths,18065,Utah
NM,Dec-2017,Number of Deaths,18060,New Mexico
NM,Nov-2017,Number of Deaths,18008,New Mexico
NM,Jul-2018,Number of Deaths,17987,New Mexico
NM,Oct-2017,Number of Deaths,17967,New Mexico
NM,Mar-2018,Number of Deaths,17960,New Mexico
NM,Apr-2018,Number of Deaths,17953,New Mexico
NM,Jun-2018,Number of Deaths,17952,New Mexico
UT,Feb-2016,Number of Deaths,17940,Utah
NM,Feb-2018,Number of Deaths,17923,New Mexico
NM,Sep-2017,Number of Deaths,17922,New Mexico
NM,Jun-2017,Number of Deaths,17918,New Mexico
NM,Jan-2018,Number of Deaths,17915,New Mexico
NM,Jul-2017,Number of Deaths,17911,New Mexico
UT,Oct-2015,Number of Deaths,17898,Utah
UT,Nov-2015,Number of Deaths,17881,Utah
NM,May-2017,Number of Deaths,17875,New Mexico
NM,Aug-2017,Number of Deaths,17866,New Mexico
UT,Aug-2015,Number of Deaths,17861,Utah
NM,Feb-2017,Number of Deaths,17857,New Mexico
UT,Dec-2015,Number of Deaths,17845,Utah
UT,Sep-2015,Number of Deaths,17834,Utah
NM,May-2018,Number of Deaths,17831,New Mexico
