State,date,indicator,deaths,State Name
AZ,Nov-2015,Number of Deaths,54421,Arizona
YC,Jun-2019,Number of Deaths,54411,New York City
YC,Feb-2017,Number of Deaths,54403,New York City
YC,Mar-2019,Number of Deaths,54385,New York City
YC,Nov-2018,Number of Deaths,54383,New York City
YC,May-2019,Number of Deaths,54379,New York City
YC,Feb-2019,Number of Deaths,54364,New York City
YC,Sep-2017,Number of Deaths,54331,New York City
WA,Sep-2015,Number of Deaths,54328,Washington
YC,Oct-2018,Number of Deaths,54328,New York City
YC,Nov-2015,Number of Deaths,54320,New York City
YC,Dec-2017,Number of Deaths,54319,New York City
YC,Jul-2015,Number of Deaths,54291,New York City
YC,Oct-2017,Number of Deaths,54287,New York City
YC,Dec-2016,Number of Deaths,54280,New York City
YC,Dec-2018,Number of Deaths,54279,New York City
YC,Apr-2018,Number of Deaths,54254,New York City
YC,Apr-2019,Number of Deaths,54249,New York City
YC,Jun-2017,Number of Deaths,54245,New York City
YC,Nov-2017,Number of Deaths,54241,New York City
YC,Jul-2018,Number of Deaths,54213,New York City
YC,Jul-2017,Number of Deaths,54200,New York City
YC,May-2017,Number of Deaths,54194,New York City
YC,Aug-2017,Number of Deaths,54191,New York City
YC,Mar-2018,Number of Deaths,54180,New York City
YC,Jun-2018,Number of Deaths,54177,New York City
YC,Aug-2018,Number of Deaths,54171,New York City
YC,Sep-2018,Number of Deaths,54152,New York City
YC,Mar-2015,Number of Deaths,54149,New York City
YC,Mar-2017,Number of Deaths,54145,New York City
AZ,Oct-2015,Number of Deaths,54122,Arizona
YC,Dec-2015,Number of Deaths,54120,New York City
YC,Feb-2018,Number of Deaths,54108,New York City
YC,Jun-2015,Number of Deaths,54107,New York City
YC,Feb-2015,Number of Deaths,54100,New York City
YC,May-2018,Number of Deaths,54098,New York City
YC,Apr-2017,Number of Deaths,54067,New York City
AZ,Sep-2015,Number of Deaths,54058,Arizona
YC,May-2015,Number of Deaths,54029,New York City
WA,Aug-2015,Number of Deaths,54015,Washington
YC,Apr-2015,Number of Deaths,53978,New York City
WA,Jul-2015,Number of Deaths,53954,Washington
YC,Jan-2018,Number of Deaths,53928,New York City
AZ,Aug-2015,Number of Deaths,53907,Arizona
YC,Nov-2016,Number of Deaths,53882,New York City
AZ,Jul-2015,Number of Deaths,53685,Arizona
WA,Jun-2015,Number of Deaths,53657,Washington
YC,Jan-2016,Number of Deaths,53624,New York City
YC,Mar-2016,Number of Deaths,53547,New York City
YC,Oct-2016,Number of Deaths,53545,New York City
YC,Sep-2016,Number of Deaths,53533,New York City
YC,Jan-2015,Number of Deaths,53516,New York City
YC,Apr-2016,Number of Deaths,53516,New York City
YC,Jul-2016,Number of Deaths,53502,New York City
YC,May-2016,Number of Deaths,53496,New York City
YC,Aug-2016,Number of Deaths,53485,New York City
AZ,Jun-2015,Number of Deaths,53462,Arizona
YC,Jun-2016,Number of Deaths,53435,New York City
YC,Feb-2016,Number of Deaths,53421,New York City
WA,May-2015,Number of Deaths,53397,Washington
AZ,May-2015,Number of Deaths,53225,Arizona
WI,Jun-2019,Number of Deaths,53177,Wisconsin
WI,Jan-2019,Number of Deaths,53137,Wisconsin
WI,Oct-2018,Number of Deaths,53058,Wisconsin
WI,May-2019,Number of Deaths,53040,Wisconsin
AZ,Apr-2015,Number of Deaths,53025,Arizona
WI,Nov-2018,Number of Deaths,53021,Wisconsin
WA,Apr-2015,Number of Deaths,53014,Washington
WI,Feb-2019,Number of Deaths,52931,Wisconsin
WI,Mar-2019,Number of Deaths,52929,Wisconsin
WI,Aug-2018,Number of Deaths,52925,Wisconsin
WI,Apr-2019,Number of Deaths,52908,Wisconsin
WI,Sep-2018,Number of Deaths,52896,Wisconsin
WA,Mar-2015,Number of Deaths,52850,Washington
WI,Dec-2018,Number of Deaths,52844,Wisconsin
AZ,Mar-2015,Number of Deaths,52826,Arizona
WI,Jul-2018,Number of Deaths,52778,Wisconsin
AL,Jun-2019,Number of Deaths,52772,Alabama
AL,Aug-2018,Number of Deaths,52752,Alabama
AL,Jul-2018,Number of Deaths,52730,Alabama
AL,May-2019,Number of Deaths,52694,Alabama
AL,Oct-2018,Number of Deaths,52666,Alabama
AL,Nov-2018,Number of Deaths,52643,Alabama
AL,Sep-2018,Number of Deaths,52641,Alabama
AL,Jun-2018,Number of Deaths,52626,Alabama
WI,Apr-2018,Number of Deaths,52610,Wisconsin
WI,Jun-2018,Number of Deaths,52608,Wisconsin
WI,May-2018,Number of Deaths,52603,Wisconsin
WA,Feb-2015,Number of Deaths,52591,Washington
WI,Dec-2017,Number of Deaths,52591,Wisconsin
AL,Apr-2019,Number of Deaths,52576,Alabama
AL,Dec-2018,Number of Deaths,52563,Alabama
AL,Jan-2019,Number of Deaths,52556,Alabama
AL,Mar-2019,Number of Deaths,52545,Alabama
AL,May-2018,Number of Deaths,52540,Alabama
WI,Nov-2017,Number of Deaths,52528,Wisconsin
AL,Feb-2018,Number of Deaths,52526,Alabama
AL,Apr-2018,Number of Deaths,52501,Alabama
WA,Jan-2015,Number of Deaths,52487,Washington
AL,Mar-2018,Number of Deaths,52476,Alabama
WI,Mar-2018,Number of Deaths,52465,Wisconsin
AL,Feb-2019,Number of Deaths,52450,Alabama
WI,Oct-2017,Number of Deaths,52401,Wisconsin
WI,Sep-2017,Number of Deaths,52393,Wisconsin
WI,Feb-2018,Number of Deaths,52384,Wisconsin
AZ,Feb-2015,Number of Deaths,52371,Arizona
AL,Jan-2018,Number of Deaths,52351,Alabama
AZ,Jan-2015,Number of Deaths,52342,Arizona
AL,Dec-2017,Number of Deaths,52307,Alabama
WI,Jan-2018,Number of Deaths,52282,Wisconsin
WI,Jul-2017,Number of Deaths,52278,Wisconsin
WI,Aug-2017,Number of Deaths,52273,Wisconsin
AL,Oct-2017,Number of Deaths,52267,Alabama
AL,Nov-2017,Number of Deaths,52254,Alabama
AL,Sep-2017,Number of Deaths,52232,Alabama
WI,Jun-2017,Number of Deaths,52162,Wisconsin
AL,Aug-2017,Number of Deaths,52075,Alabama
AL,Jul-2017,Number of Deaths,52035,Alabama
AL,Jun-2017,Number of Deaths,52000,Alabama
WI,May-2017,Number of Deaths,51987,Wisconsin
AL,May-2017,Number of Deaths,51943,Alabama
WI,Jan-2017,Number of Deaths,51923,Wisconsin
WI,Feb-2017,Number of Deaths,51891,Wisconsin
WI,Apr-2017,Number of Deaths,51832,Wisconsin
WI,Mar-2017,Number of Deaths,51824,Wisconsin
AL,Apr-2017,Number of Deaths,51794,Alabama
AL,Mar-2017,Number of Deaths,51668,Alabama
AL,Jan-2017,Number of Deaths,51652,Alabama
WI,Dec-2016,Number of Deaths,51650,Wisconsin
AL,Feb-2017,Number of Deaths,51542,Alabama
WI,Oct-2015,Number of Deaths,51449,Wisconsin
AL,Dec-2016,Number of Deaths,51431,Alabama
WI,Sep-2015,Number of Deaths,51390,Wisconsin
WI,Apr-2015,Number of Deaths,51340,Wisconsin
WI,Aug-2015,Number of Deaths,51338,Wisconsin
WI,Nov-2016,Number of Deaths,51336,Wisconsin
WI,Jul-2015,Number of Deaths,51319,Wisconsin
WI,Jun-2015,Number of Deaths,51287,Wisconsin
WI,Nov-2015,Number of Deaths,51286,Wisconsin
WI,Sep-2016,Number of Deaths,51256,Wisconsin
WI,Aug-2016,Number of Deaths,51239,Wisconsin
WI,May-2015,Number of Deaths,51231,Wisconsin
WI,Oct-2016,Number of Deaths,51210,Wisconsin
WI,Mar-2015,Number of Deaths,51128,Wisconsin
AL,Nov-2016,Number of Deaths,51110,Alabama
AL,Nov-2015,Number of Deaths,51093,Alabama
AL,Oct-2015,Number of Deaths,51091,Alabama
WI,Dec-2015,Number of Deaths,51074,Wisconsin
AL,Sep-2015,Number of Deaths,51044,Alabama
WI,May-2016,Number of Deaths,51035,Wisconsin
WI,Jul-2016,Number of Deaths,51026,Wisconsin
WI,Jun-2016,Number of Deaths,51012,Wisconsin
AL,Aug-2015,Number of Deaths,50930,Alabama
WI,Mar-2016,Number of Deaths,50880,Wisconsin
WI,Feb-2016,Number of Deaths,50878,Wisconsin
AL,Dec-2015,Number of Deaths,50870,Alabama
AL,Oct-2016,Number of Deaths,50869,Alabama
AL,Jul-2015,Number of Deaths,50841,Alabama
WI,Apr-2016,Number of Deaths,50822,Wisconsin
AL,Sep-2016,Number of Deaths,50810,Alabama
WI,Feb-2015,Number of Deaths,50801,Wisconsin
AL,Aug-2016,Number of Deaths,50756,Alabama
AL,Jul-2016,Number of Deaths,50683,Alabama
AL,Jun-2015,Number of Deaths,50658,Alabama
WI,Jan-2015,Number of Deaths,50658,Wisconsin
WI,Jan-2016,Number of Deaths,50651,Wisconsin
AL,Jun-2016,Number of Deaths,50613,Alabama
AL,Apr-2015,Number of Deaths,50565,Alabama
AL,Feb-2016,Number of Deaths,50555,Alabama
AL,Jan-2016,Number of Deaths,50534,Alabama
AL,May-2015,Number of Deaths,50516,Alabama
AL,May-2016,Number of Deaths,50511,Alabama
AL,Mar-2015,Number of Deaths,50486,Alabama
AL,Apr-2016,Number of Deaths,50391,Alabama
MD,Jun-2019,Number of Deaths,50377,Maryland
AL,Mar-2016,Number of Deaths,50348,Alabama
MD,May-2019,Number of Deaths,50346,Maryland
MD,Apr-2019,Number of Deaths,50204,Maryland
MD,Mar-2019,Number of Deaths,50033,Maryland
AL,Feb-2015,Number of Deaths,50004,Alabama
MD,Jan-2019,Number of Deaths,49933,Maryland
MD,Feb-2019,Number of Deaths,49776,Maryland
MD,Dec-2017,Number of Deaths,49670,Maryland
MD,Dec-2018,Number of Deaths,49658,Maryland
MD,Jun-2017,Number of Deaths,49654,Maryland
SC,Jun-2019,Number of Deaths,49590,South Carolina
MD,Sep-2017,Number of Deaths,49583,Maryland
MD,Apr-2017,Number of Deaths,49576,Maryland
MD,May-2017,Number of Deaths,49556,Maryland
MD,Aug-2017,Number of Deaths,49549,Maryland
AL,Jan-2015,Number of Deaths,49543,Alabama
MD,Nov-2017,Number of Deaths,49539,Maryland
MD,Jul-2017,Number of Deaths,49530,Maryland
MD,Oct-2017,Number of Deaths,49527,Maryland
MD,Nov-2018,Number of Deaths,49527,Maryland
MD,Mar-2017,Number of Deaths,49489,Maryland
MD,Oct-2018,Number of Deaths,49458,Maryland
MD,Jul-2018,Number of Deaths,49434,Maryland
MD,Aug-2018,Number of Deaths,49405,Maryland
MD,Feb-2018,Number of Deaths,49331,Maryland
MD,Jan-2018,Number of Deaths,49325,Maryland
SC,May-2019,Number of Deaths,49321,South Carolina
MD,Sep-2018,Number of Deaths,49314,Maryland
MD,Mar-2018,Number of Deaths,49294,Maryland
MD,Jun-2018,Number of Deaths,49230,Maryland
MD,Apr-2018,Number of Deaths,49219,Maryland
MD,May-2018,Number of Deaths,49193,Maryland
MD,Feb-2017,Number of Deaths,49189,Maryland
SC,Mar-2019,Number of Deaths,49099,South Carolina
SC,Apr-2019,Number of Deaths,49080,South Carolina
SC,Jan-2019,Number of Deaths,49050,South Carolina
MD,Jan-2017,Number of Deaths,49031,Maryland
SC,Feb-2019,Number of Deaths,48998,South Carolina
SC,Nov-2018,Number of Deaths,48968,South Carolina
SC,Dec-2018,Number of Deaths,48951,South Carolina
SC,Sep-2018,Number of Deaths,48862,South Carolina
SC,Oct-2018,Number of Deaths,48828,South Carolina
SC,May-2018,Number of Deaths,48791,South Carolina
SC,Aug-2018,Number of Deaths,48781,South Carolina
SC,Mar-2018,Number of Deaths,48759,South Carolina
SC,Feb-2018,Number of Deaths,48730,South Carolina
SC,Apr-2018,Number of Deaths,48716,South Carolina
SC,Jul-2018,Number of Deaths,48686,South Carolina
SC,Jun-2018,Number of Deaths,48670,South Carolina
MD,Dec-2016,Number of Deaths,48668,Maryland
SC,Jan-2018,Number of Deaths,48438,South Carolina
KY,Jun-2019,Number of Deaths,48436,Kentucky
SC,Dec-2017,Number of Deaths,48418,South Carolina
MD,Nov-2016,Number of Deaths,48351,Maryland
KY,Jun-2017,Number of Deaths,48254,Kentucky
KY,May-2019,Number of Deaths,48240,Kentucky
KY,Jul-2017,Number of Deaths,48228,Kentucky
SC,Nov-2017,Number of Deaths,48224,South Carolina
SC,Oct-2017,Number of Deaths,48186,South Carolina
KY,Aug-2017,Number of Deaths,48144,Kentucky
KY,Apr-2019,Number of Deaths,48144,Kentucky
KY,May-2017,Number of Deaths,48136,Kentucky
KY,Nov-2018,Number of Deaths,48066,Kentucky
KY,Apr-2017,Number of Deaths,48046,Kentucky
MD,Oct-2016,Number of Deaths,48045,Maryland
KY,Mar-2019,Number of Deaths,48043,Kentucky
KY,Mar-2017,Number of Deaths,48020,Kentucky
SC,Aug-2017,Number of Deaths,48017,South Carolina
KY,Dec-2017,Number of Deaths,48014,Kentucky
KY,Sep-2017,Number of Deaths,48012,Kentucky
SC,Sep-2017,Number of Deaths,47975,South Carolina
KY,Oct-2017,Number of Deaths,47967,Kentucky
KY,Feb-2017,Number of Deaths,47924,Kentucky
KY,Oct-2018,Number of Deaths,47872,Kentucky
MD,Sep-2016,Number of Deaths,47868,Maryland
KY,Nov-2017,Number of Deaths,47845,Kentucky
KY,Jan-2017,Number of Deaths,47839,Kentucky
KY,Feb-2019,Number of Deaths,47829,Kentucky
KY,Jan-2019,Number of Deaths,47823,Kentucky
KY,Jan-2018,Number of Deaths,47795,Kentucky
SC,Jul-2017,Number of Deaths,47792,South Carolina
KY,Dec-2018,Number of Deaths,47729,Kentucky
KY,Feb-2018,Number of Deaths,47727,Kentucky
SC,Jun-2017,Number of Deaths,47720,South Carolina
KY,Sep-2018,Number of Deaths,47659,Kentucky
KY,Mar-2018,Number of Deaths,47631,Kentucky
MD,Oct-2015,Number of Deaths,47630,Maryland
KY,Dec-2016,Number of Deaths,47606,Kentucky
MD,Nov-2015,Number of Deaths,47583,Maryland
KY,Aug-2018,Number of Deaths,47572,Kentucky
KY,Apr-2018,Number of Deaths,47567,Kentucky
KY,May-2018,Number of Deaths,47565,Kentucky
MD,Aug-2016,Number of Deaths,47548,Maryland
SC,May-2017,Number of Deaths,47492,South Carolina
MD,Sep-2015,Number of Deaths,47485,Maryland
KY,Jul-2018,Number of Deaths,47463,Kentucky
MD,Aug-2015,Number of Deaths,47457,Maryland
KY,Jun-2018,Number of Deaths,47453,Kentucky
MD,Jul-2015,Number of Deaths,47386,Maryland
MD,Jul-2016,Number of Deaths,47315,Maryland
SC,Apr-2017,Number of Deaths,47315,South Carolina
MD,Jun-2015,Number of Deaths,47301,Maryland
KY,Nov-2016,Number of Deaths,47283,Kentucky
SC,Jan-2017,Number of Deaths,47188,South Carolina
MD,Dec-2015,Number of Deaths,47162,Maryland
SC,Mar-2017,Number of Deaths,47150,South Carolina
SC,Dec-2016,Number of Deaths,47123,South Carolina
MD,Jun-2016,Number of Deaths,47120,Maryland
MD,May-2015,Number of Deaths,47095,Maryland
KY,Oct-2016,Number of Deaths,47070,Kentucky
MD,May-2016,Number of Deaths,47054,Maryland
KY,Sep-2016,Number of Deaths,47052,Kentucky
SC,Nov-2016,Number of Deaths,46945,South Carolina
MD,Apr-2015,Number of Deaths,46928,Maryland
SC,Feb-2017,Number of Deaths,46912,South Carolina
MD,Apr-2016,Number of Deaths,46898,Maryland
SC,Sep-2016,Number of Deaths,46859,South Carolina
MD,Mar-2015,Number of Deaths,46818,Maryland
KY,Aug-2016,Number of Deaths,46769,Kentucky
MD,Feb-2015,Number of Deaths,46765,Maryland
SC,Oct-2016,Number of Deaths,46738,South Carolina
MD,Mar-2016,Number of Deaths,46689,Maryland
MD,Feb-2016,Number of Deaths,46686,Maryland
MD,Jan-2016,Number of Deaths,46615,Maryland
KY,Jul-2016,Number of Deaths,46593,Kentucky
MD,Jan-2015,Number of Deaths,46592,Maryland
SC,Jul-2016,Number of Deaths,46533,South Carolina
SC,Aug-2016,Number of Deaths,46492,South Carolina
KY,Jun-2016,Number of Deaths,46456,Kentucky
SC,Oct-2015,Number of Deaths,46453,South Carolina
SC,Nov-2015,Number of Deaths,46445,South Carolina
KY,Nov-2015,Number of Deaths,46396,Kentucky
KY,Oct-2015,Number of Deaths,46372,Kentucky
SC,Dec-2015,Number of Deaths,46352,South Carolina
SC,Jun-2016,Number of Deaths,46325,South Carolina
KY,Apr-2016,Number of Deaths,46307,Kentucky
SC,Feb-2016,Number of Deaths,46280,South Carolina
SC,Apr-2016,Number of Deaths,46278,South Carolina
KY,May-2016,Number of Deaths,46269,Kentucky
SC,May-2016,Number of Deaths,46263,South Carolina
SC,Sep-2015,Number of Deaths,46260,South Carolina
LA,Feb-2018,Number of Deaths,46248,Louisiana
KY,Dec-2015,Number of Deaths,46195,Kentucky
KY,Sep-2015,Number of Deaths,46169,Kentucky
SC,Aug-2015,Number of Deaths,46168,South Carolina
SC,Mar-2016,Number of Deaths,46143,South Carolina
LA,Jan-2018,Number of Deaths,46133,Louisiana
SC,Jan-2016,Number of Deaths,46122,South Carolina
LA,Sep-2018,Number of Deaths,46108,Louisiana
LA,Aug-2018,Number of Deaths,46096,Louisiana
LA,Jul-2018,Number of Deaths,46083,Louisiana
SC,Jul-2015,Number of Deaths,46062,South Carolina
LA,Jun-2018,Number of Deaths,46046,Louisiana
KY,Mar-2016,Number of Deaths,46039,Kentucky
KY,Aug-2015,Number of Deaths,45990,Kentucky
LA,May-2018,Number of Deaths,45983,Louisiana
SC,Jun-2015,Number of Deaths,45965,South Carolina
LA,Mar-2018,Number of Deaths,45955,Louisiana
LA,Dec-2017,Number of Deaths,45953,Louisiana
LA,Oct-2018,Number of Deaths,45945,Louisiana
KY,Jul-2015,Number of Deaths,45917,Kentucky
LA,Apr-2018,Number of Deaths,45896,Louisiana
LA,Nov-2018,Number of Deaths,45885,Louisiana
KY,Feb-2016,Number of Deaths,45854,Kentucky
KY,May-2015,Number of Deaths,45852,Kentucky
SC,May-2015,Number of Deaths,45843,South Carolina
KY,Jun-2015,Number of Deaths,45839,Kentucky
KY,Jan-2016,Number of Deaths,45819,Kentucky
LA,Mar-2019,Number of Deaths,45790,Louisiana
LA,Apr-2019,Number of Deaths,45770,Louisiana
LA,Jun-2019,Number of Deaths,45748,Louisiana
SC,Apr-2015,Number of Deaths,45723,South Carolina
SC,Mar-2015,Number of Deaths,45668,South Carolina
LA,May-2019,Number of Deaths,45660,Louisiana
KY,Apr-2015,Number of Deaths,45635,Kentucky
LA,Dec-2018,Number of Deaths,45576,Louisiana
LA,Jan-2019,Number of Deaths,45505,Louisiana
LA,Feb-2019,Number of Deaths,45487,Louisiana
KY,Mar-2015,Number of Deaths,45453,Kentucky
KY,Feb-2015,Number of Deaths,45331,Kentucky
LA,Nov-2017,Number of Deaths,45331,Louisiana
SC,Feb-2015,Number of Deaths,45264,South Carolina
LA,Oct-2017,Number of Deaths,45068,Louisiana
LA,Aug-2017,Number of Deaths,45031,Louisiana
LA,Sep-2017,Number of Deaths,45019,Louisiana
LA,Jul-2017,Number of Deaths,44995,Louisiana
LA,Jun-2017,Number of Deaths,44976,Louisiana
LA,May-2017,Number of Deaths,44913,Louisiana
KY,Jan-2015,Number of Deaths,44911,Kentucky
MN,Jun-2019,Number of Deaths,44908,Minnesota
SC,Jan-2015,Number of Deaths,44886,South Carolina
LA,Apr-2017,Number of Deaths,44836,Louisiana
MN,May-2019,Number of Deaths,44808,Minnesota
LA,Mar-2017,Number of Deaths,44769,Louisiana
LA,Feb-2017,Number of Deaths,44597,Louisiana
LA,Jan-2017,Number of Deaths,44579,Louisiana
MN,Apr-2019,Number of Deaths,44541,Minnesota
MN,Mar-2019,Number of Deaths,44532,Minnesota
MN,Jan-2019,Number of Deaths,44526,Minnesota
MN,Feb-2019,Number of Deaths,44457,Minnesota
LA,Dec-2016,Number of Deaths,44411,Louisiana
LA,Sep-2015,Number of Deaths,44371,Louisiana
LA,Oct-2015,Number of Deaths,44348,Louisiana
LA,Nov-2016,Number of Deaths,44340,Louisiana
MN,Nov-2018,Number of Deaths,44333,Minnesota
LA,Mar-2015,Number of Deaths,44301,Louisiana
MN,Dec-2017,Number of Deaths,44295,Minnesota
MN,Oct-2018,Number of Deaths,44283,Minnesota
LA,Aug-2015,Number of Deaths,44240,Louisiana
LA,Apr-2015,Number of Deaths,44230,Louisiana
LA,Oct-2016,Number of Deaths,44225,Louisiana
LA,Jul-2015,Number of Deaths,44204,Louisiana
LA,Jun-2015,Number of Deaths,44191,Louisiana
MN,Aug-2018,Number of Deaths,44187,Minnesota
MN,Dec-2018,Number of Deaths,44185,Minnesota
MN,Sep-2018,Number of Deaths,44185,Minnesota
LA,Nov-2015,Number of Deaths,44169,Louisiana
LA,May-2015,Number of Deaths,44154,Louisiana
LA,Feb-2015,Number of Deaths,44150,Louisiana
MN,Feb-2018,Number of Deaths,44142,Minnesota
MN,Nov-2017,Number of Deaths,44136,Minnesota
MN,Jan-2018,Number of Deaths,44103,Minnesota
LA,Jan-2015,Number of Deaths,44100,Louisiana
LA,Sep-2016,Number of Deaths,44033,Louisiana
MN,Jul-2018,Number of Deaths,44008,Minnesota
MN,Oct-2017,Number of Deaths,43983,Minnesota
MN,Mar-2018,Number of Deaths,43950,Minnesota
LA,Aug-2016,Number of Deaths,43939,Louisiana
MN,Sep-2017,Number of Deaths,43932,Minnesota
LA,Dec-2015,Number of Deaths,43914,Louisiana
MN,Aug-2017,Number of Deaths,43902,Minnesota
MN,Jul-2017,Number of Deaths,43878,Minnesota
MN,May-2017,Number of Deaths,43865,Minnesota
MN,Apr-2018,Number of Deaths,43838,Minnesota
MN,Jun-2017,Number of Deaths,43837,Minnesota
MN,Jun-2018,Number of Deaths,43833,Minnesota
MN,May-2018,Number of Deaths,43776,Minnesota
LA,Jun-2016,Number of Deaths,43768,Louisiana
LA,May-2016,Number of Deaths,43743,Louisiana
LA,Jul-2016,Number of Deaths,43742,Louisiana
MN,Apr-2017,Number of Deaths,43647,Minnesota
LA,Apr-2016,Number of Deaths,43610,Louisiana
LA,Jan-2016,Number of Deaths,43495,Louisiana
MN,Mar-2017,Number of Deaths,43480,Minnesota
LA,Mar-2016,Number of Deaths,43445,Louisiana
LA,Feb-2016,Number of Deaths,43428,Louisiana
MN,Feb-2017,Number of Deaths,43284,Minnesota
MN,Oct-2015,Number of Deaths,43207,Minnesota
MN,Dec-2016,Number of Deaths,43134,Minnesota
MN,Jan-2017,Number of Deaths,43129,Minnesota
MN,Sep-2015,Number of Deaths,43112,Minnesota
MN,Aug-2015,Number of Deaths,43041,Minnesota
MN,Nov-2015,Number of Deaths,43022,Minnesota
MN,Nov-2016,Number of Deaths,42946,Minnesota
MN,Jul-2015,Number of Deaths,42851,Minnesota
MN,Jun-2015,Number of Deaths,42770,Minnesota
MN,Oct-2016,Number of Deaths,42767,Minnesota
MN,Feb-2016,Number of Deaths,42746,Minnesota
MN,Dec-2015,Number of Deaths,42713,Minnesota
MN,Sep-2016,Number of Deaths,42690,Minnesota
MN,May-2015,Number of Deaths,42666,Minnesota
MN,Mar-2016,Number of Deaths,42655,Minnesota
MN,Apr-2015,Number of Deaths,42623,Minnesota
MN,Apr-2016,Number of Deaths,42590,Minnesota
MN,Jan-2016,Number of Deaths,42576,Minnesota
MN,Aug-2016,Number of Deaths,42560,Minnesota
MN,Jul-2016,Number of Deaths,42556,Minnesota
MN,Jun-2016,Number of Deaths,42535,Minnesota
MN,May-2016,Number of Deaths,42526,Minnesota
MN,Mar-2015,Number of Deaths,42319,Minnesota
MN,Feb-2015,Number of Deaths,42098,Minnesota
MN,Jan-2015,Number of Deaths,41954,Minnesota
OK,Jun-2018,Number of Deaths,39580,Oklahoma
OK,Nov-2018,Number of Deaths,39542,Oklahoma
OK,May-2018,Number of Deaths,39540,Oklahoma
OK,Aug-2018,Number of Deaths,39505,Oklahoma
OK,Oct-2018,Number of Deaths,39471,Oklahoma
OK,Feb-2018,Number of Deaths,39439,Oklahoma
OK,Jul-2018,Number of Deaths,39439,Oklahoma
OK,Apr-2018,Number of Deaths,39428,Oklahoma
CO,Jun-2019,Number of Deaths,39427,Colorado
OK,Sep-2018,Number of Deaths,39379,Oklahoma
OK,Mar-2018,Number of Deaths,39378,Oklahoma
OK,Mar-2019,Number of Deaths,39369,Oklahoma
OK,Dec-2018,Number of Deaths,39348,Oklahoma
OK,Apr-2019,Number of Deaths,39348,Oklahoma
OK,Dec-2017,Number of Deaths,39318,Oklahoma
OK,Jun-2019,Number of Deaths,39313,Oklahoma
OK,May-2019,Number of Deaths,39310,Oklahoma
OK,Jan-2018,Number of Deaths,39302,Oklahoma
OK,Jan-2019,Number of Deaths,39301,Oklahoma
OK,Nov-2017,Number of Deaths,39286,Oklahoma
CO,May-2019,Number of Deaths,39237,Colorado
OK,Oct-2017,Number of Deaths,39131,Oklahoma
CO,Mar-2019,Number of Deaths,39122,Colorado
OK,Feb-2019,Number of Deaths,39120,Oklahoma
OK,Sep-2017,Number of Deaths,39064,Oklahoma
CO,Apr-2019,Number of Deaths,39061,Colorado
CO,Feb-2019,Number of Deaths,39059,Colorado
CO,Jan-2019,Number of Deaths,39010,Colorado
OK,Aug-2017,Number of Deaths,39000,Oklahoma
OK,Jul-2017,Number of Deaths,38995,Oklahoma
OK,Jun-2017,Number of Deaths,38868,Oklahoma
CO,Aug-2018,Number of Deaths,38800,Colorado
CO,Dec-2017,Number of Deaths,38759,Colorado
OK,Apr-2017,Number of Deaths,38742,Oklahoma
CO,Nov-2018,Number of Deaths,38720,Colorado
CO,Nov-2017,Number of Deaths,38704,Colorado
CO,Sep-2018,Number of Deaths,38699,Colorado
CO,Oct-2018,Number of Deaths,38683,Colorado
OK,May-2017,Number of Deaths,38683,Oklahoma
CO,Dec-2018,Number of Deaths,38662,Colorado
OK,Mar-2017,Number of Deaths,38616,Oklahoma
CO,Jul-2018,Number of Deaths,38599,Colorado
CO,Oct-2017,Number of Deaths,38590,Colorado
CO,Sep-2017,Number of Deaths,38542,Colorado
CO,Apr-2017,Number of Deaths,38521,Colorado
CO,May-2018,Number of Deaths,38521,Colorado
OK,Feb-2017,Number of Deaths,38517,Oklahoma
CO,Jan-2018,Number of Deaths,38499,Colorado
CO,Jun-2018,Number of Deaths,38488,Colorado
CO,Mar-2018,Number of Deaths,38477,Colorado
CO,Jun-2017,Number of Deaths,38470,Colorado
CO,Feb-2018,Number of Deaths,38467,Colorado
CO,Apr-2018,Number of Deaths,38445,Colorado
CO,May-2017,Number of Deaths,38410,Colorado
CO,Aug-2017,Number of Deaths,38380,Colorado
CO,Jul-2017,Number of Deaths,38367,Colorado
CO,Mar-2017,Number of Deaths,38364,Colorado
CO,Feb-2017,Number of Deaths,38358,Colorado
OK,Jan-2017,Number of Deaths,38344,Oklahoma
OK,Dec-2015,Number of Deaths,38321,Oklahoma
OK,Aug-2015,Number of Deaths,38289,Oklahoma
OK,Nov-2015,Number of Deaths,38278,Oklahoma
OK,Oct-2015,Number of Deaths,38260,Oklahoma
OK,Sep-2015,Number of Deaths,38243,Oklahoma
CO,Jan-2017,Number of Deaths,38236,Colorado
OK,Jul-2015,Number of Deaths,38193,Oklahoma
OK,Dec-2016,Number of Deaths,38170,Oklahoma
CO,Dec-2016,Number of Deaths,38151,Colorado
OK,Jun-2015,Number of Deaths,38139,Oklahoma
CO,Nov-2016,Number of Deaths,38075,Colorado
CO,Oct-2016,Number of Deaths,38048,Colorado
OK,Oct-2016,Number of Deaths,38045,Oklahoma
OK,Sep-2016,Number of Deaths,38045,Oklahoma
OK,Mar-2015,Number of Deaths,38043,Oklahoma
OK,Nov-2016,Number of Deaths,38040,Oklahoma
OK,Jan-2016,Number of Deaths,38029,Oklahoma
OK,May-2016,Number of Deaths,38008,Oklahoma
OK,Apr-2015,Number of Deaths,38006,Oklahoma
OK,May-2015,Number of Deaths,37987,Oklahoma
OK,Feb-2015,Number of Deaths,37978,Oklahoma
